loan_status,in_loantype,loanperiod,loan_type,cash_loan_volume,upgrade_loan_volume,existing_num_loans,allowed_ppl,decrease_rate,result
0,0,633.0454224286408,0,5.723710111658522,4.039684025630957,6.22785199367413,0.3067836486757222,0.45962644046504797,0.0
0,0,473.057431045317,0,4.000515399775936,2.1926178025634124,7.128309819956041,0.3036415775679763,0.560541440487699,-158.0875
0,0,749.741551715133,0,5.700597942032936,6.082115684959103,9.647723601573986,0.25782755288009496,0.1768652004786804,0.0
0,0,752.4217321359616,0,4.5578817799150695,6.198116220460557,3.743206711427995,0.263109125344319,0.35577193296538556,0.0
0,0,751.0895880128053,0,5.503020267149225,6.111269592331731,6.890095197089513,0.7258748098686267,0.17725576870367482,0.0
0,0,634.326653022985,0,5.616563875193295,2.1078228899250115,1.6832812027370394,0.3078749207361169,0.4585016097201685,0.0
0,0,600.2822995690007,0,5.494356943642405,9.076834575571702,2.707684694036487,0.25634584320598336,0.17715463425835093,-154.225
0,0,820.9950604172067,0,5.4856450596327075,5.443380127752577,2.686492706626389,0.25645440541509223,0.30110991533736575,0.0
0,0,750.2626120502694,0,5.453964813263591,5.75940626517931,2.6888465366357934,0.2569831410710492,0.2055183131462276,-153.7
0,0,740.8099181513873,0,5.488150019110125,4.609404658828947,2.680351498557967,0.27226570901348945,0.2307125780491906,0.0
0,0,468.80287709874364,0,3.913245701588385,2.2484604768936594,7.117609164749699,0.30452526981039535,0.1235398385199909,0.0
0,0,3.694503716803283,0,3.651340660414404,8.09605583631887,2.917031558342516,0.17838585013141364,0.5719696803556492,0.0
0,0,1000.0,0,5.549966964237961,4.489086107138856,2.617573345846158,0.2532610156684294,0.1774999430567098,0.0
0,0,695.6901472299674,0,5.484636214541354,7.089903597658785,2.9966430332416545,0.25666174416580656,0.17712897432437658,0.0
0,0,742.1032478373803,0,5.439915381376985,3.927126805828638,2.6895323934143875,0.27876574724066605,0.485062892175646,0.0
0,0,754.3364433612276,0,5.488708810439442,6.052827366815603,3.183111741089929,0.2563050641124975,0.17720082063062315,-151.6625
0,0,750.6124422089181,0,4.703096392169931,6.162367191288421,2.5344933414519786,0.2593852977275475,0.3561823200657407,0.0
0,0,756.2735782896301,0,5.479284007387987,5.789994164563307,3.7630685905967103,0.2547818086429079,0.19817407293086256,0.0
0,0,764.8155351287401,0,4.377832108143515,6.293619709840282,2.7295012388313893,0.2593667896092089,0.35604052841295597,0.0
0,0,649.3064336508902,0,4.708966763580214,7.105220483607849,2.7394581336452006,0.26031073046071324,0.3561139559666304,0.0
0,0,744.6297083345304,0,5.6561621753135665,6.371247490615504,2.678089644930018,0.2785394115736053,0.485321940084974,0.0
0,0,629.4066169643901,0,5.544619228865998,1.9956586230068056,3.389635710185448,0.8515466730679612,0.4587804781308742,0.0
1,0,750.7722028288051,0,5.487353873209062,6.117320870082616,3.2305252742536554,0.2563267727221331,0.17709360807602556,0.0
0,0,325.2235311738349,0,5.55375058056181,3.035441057079293,3.305288965243088,0.2532024909961419,0.37065212099692135,0.0
0,0,748.1273310837936,0,5.507705615404388,6.3434076468434,3.207056925333779,0.2557971402382553,0.17721866536376896,0.0
0,0,473.0539615534678,0,4.000502739426537,2.19259978841182,7.128303099487559,0.30365388009393623,0.5605425485767039,-159.6875
0,0,721.9549599139323,0,5.416942509102112,6.190624306955826,2.6718476726735303,0.4914093416473484,0.48394903647651555,0.0
0,0,475.3692868090105,0,3.7248643602418294,2.0479202054499153,3.1874813300127305,0.3859431477491847,0.559734934497924,-155.4
0,0,750.1250711502088,0,9.18916937135848,6.157953174064244,3.8387981072605046,0.643628088028623,0.1755313267395513,0.0
0,0,627.091447258432,0,5.3631223488261375,1.9089962110774183,3.1334457884569966,0.7564017973907899,0.45720485389896626,0.0
0,0,750.1005174151444,0,5.298899295006609,5.767055943713626,2.6885006513658114,0.4135069706697393,0.20506721516305682,0.0
0,0,784.583938221585,0,7.534589762461367,6.8294766793410595,3.843185955629227,0.3779612804398568,0.17829582365236332,0.0
0,0,632.747917875725,0,5.5562928647292695,2.0552375656592643,3.1799235593061566,0.3034258202519534,0.4586787119303697,0.0
0,1,557.888185463317,0,5.035793373419247,5.234127268098292,8.465022112604299,0.2325257136431202,0.1292986436947091,-154.5
0,0,959.4239048340145,0,6.124773959574206,7.035703291569071,3.064717528228522,0.18541083113293366,0.543943380476828,-161.5375
0,1,583.600083416178,0,3.7394300302992507,4.15654665249127,9.036273195543671,0.27896719822837246,0.16137959976730867,0.0
0,0,436.40425347280376,0,3.849506784844124,2.1789772355285084,3.57658939743705,0.443519161363352,0.6288467447639061,-156.325
0,0,976.7347277975682,0,5.059106589094503,7.879170847467348,2.477423841013887,0.1368408914178329,0.4474604300883547,0.0
0,0,567.5953577075793,0,4.887962146721259,2.4814739885253836,7.052337429719106,0.7080820977525345,0.5709175670998515,0.0
0,0,650.9821898435127,0,5.1198225661361185,1.1467624949111779,2.8641879076639833,0.3965420645701051,0.4731612385452967,0.0
0,0,478.1045920998645,0,3.7295311551099872,2.7376366801310583,2.667696514326037,0.44268341220208984,0.6434616153725053,0.0
0,0,540.9489713660882,0,6.266077463786102,2.678393490615173,7.5393725483322225,0.6522442463344194,0.5156087969215832,-156.4875
0,0,459.83784270270627,0,3.845247536600255,9.305261003900332,2.259953550174841,0.641169208162771,0.558672092396229,-154.325
0,0,480.4014656966555,0,3.478992192244061,2.2615358197706,5.864786443147583,0.35761884505010855,0.5790871355943751,-161.3875
0,0,416.6537240974916,0,4.3312233986602395,8.542301761626252,2.494599885940577,0.7025314197897301,0.5209752653452464,0.0
0,0,959.4549870543083,0,5.568798013807103,7.4129463667414095,3.9332023793859383,0.2093857798038476,0.4993657497029068,-154.0375
0,0,711.2303903652388,0,5.387730004999674,6.196023142199463,2.308287860933691,0.20637358891193885,0.4931922608154006,0.0
0,0,487.58369405559085,0,4.0740204183388435,2.078762957897191,6.848143737833279,0.3376000058844161,0.6130749825180611,-158.0625
0,0,489.045609422294,1,3.910819808156944,2.0738350046291028,7.361002434745564,0.30533100929277657,0.6268231825071082,-26.4
0,0,493.51347832124003,0,9.751134198864545,2.0440982814084263,9.57364773289739,0.298718455759113,0.6244250069034073,0.0
